id,name,price,date,available,room_type,accommodates,bedrooms,beds,amenities,latitude,longitude,property_type,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,reviews_per_month,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
36342421,"Asheville Area, Lg Private 2 Bdrm w/King&Queen",178.0,2023-03-19,f,Entire home/apt,4,2.0,3.0,"[""Shampoo"", ""Coffee"", ""Hair dryer"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Counter Top Oven stainless steel oven"", ""Fire extinguisher"", ""Freezer"", ""Refrigerator"", ""Shower gel"", ""Board games"", ""Barbecue utensils"", ""Keypad"", ""Free dryer \u2013 In unit"", ""Induction stove"", ""Children\u2019s books and toys"", ""Wifi"", ""Luggage dropoff allowed"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Hangers"", ""Central air conditioning"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Toaster"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Fire pit"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Ethernet connection"", ""Smoke alarm"", ""Baking sheet"", ""BBQ grill"", ""Children\u2019s dinnerware"", ""Free driveway parking on premises \u2013 4 spaces"", ""Coffee maker: drip coffee maker"", ""Dishwasher"", ""Clothing storage"", ""Single level home"", ""Bed linens"", ""Heating"", ""HDTV with Roku, DVD player"", ""Free washer \u2013 In unit"", ""Iron""]",35.46704,-82.47427,Entire guest suite,206005042,2018-07-29,"Fletcher, NC",,,,7,20,20,4.95,0.45,1,1,0,0
36375649,Rustic cabin 15 minutes from downtown Asheville!,230.0,2023-03-19,f,Entire home/apt,6,3.0,3.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""TV"", ""Keypad"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Microwave"", ""Patio or balcony"", ""Hot water"", ""Kitchen"", ""First aid kit"", ""Self check-in"", ""Smoke alarm"", ""Private hot tub"", ""Oven"", ""Backyard"", ""Heating"", ""Air conditioning"", ""Iron""]",35.63433,-82.46978,Entire cabin,181695818,2018-03-31,"DeLand, FL",within an hour,100%,100%,5,1125,76,4.93,1.74,1,1,0,0
36420977,Brookstone Lodge Biltmore Village Area,84.0,2023-03-19,f,Hotel room,4,1.0,2.0,"[""Shampoo"", ""Shared pool"", ""Hair dryer"", ""Coffee maker"", ""Breakfast"", ""Crib"", ""Essentials"", ""Free parking on premises"", ""Refrigerator"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Microwave"", ""Elevator"", ""Self check-in"", ""Building staff"", ""Smoke alarm"", ""Gym"", ""Heating"", ""Air conditioning"", ""Iron""]",35.56714,-82.54376,Room in boutique hotel,184069772,2018-04-13,"Asheville, NC",within an hour,100%,98%,100,150,182,4.48,4.09,4,0,2,0
36506806,"★Rudy's Place★30Day|Wlk Dtwn, Biltmore&Hospital",62.0,2023-03-19,f,Entire home/apt,2,1.0,1.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""TV"", ""Keypad"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Central air conditioning"", ""Microwave"", ""Hot water"", ""Kitchen"", ""Self check-in"", ""Smoke alarm"", ""Mountain view"", ""Courtyard view"", ""Heating"", ""Free washer \u2013 In unit"", ""Iron""]",35.57455,-82.54783,Entire condo,4591695,2013-01-04,"Asheville, NC",within a few hours,100%,100%,30,1125,13,5.0,0.33,1,1,0,0
36514427,"Reynold’s View-Mtn Views, near downtown",281.0,2023-03-19,f,Entire home/apt,8,3.0,4.0,"[""Shampoo"", ""Coffee"", ""Private backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Coffee maker"", ""High chair"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Cooking basics"", ""Indoor fireplace: gas"", ""Dishes and silverware"", ""Essentials"", ""Fire extinguisher"", ""Fast wifi \u2013 88 Mbps"", ""Garden view"", ""Refrigerator"", ""Freezer"", ""Shower gel"", ""Board games"", ""Whirlpool stainless steel gas stove"", ""Barbecue utensils"", ""Dining table"", ""BBQ grill: gas"", ""Keypad"", ""Drying rack for clothing"", ""Free dryer \u2013 In unit"", ""Luggage dropoff allowed"", ""Body soap"", ""Free driveway parking on premises \u2013 6 spaces"", ""Carbon monoxide alarm"", ""Conditioner"", ""Baby safety gates"", ""Blender"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Security cameras on property"", ""Books and reading material"", ""Bluetooth sound system"", ""Outdoor furniture"", ""Long term stays allowed"", ""Central heating"", ""Hot water"", ""Room-darkening shades"", ""Toaster"", ""Bathtub"", ""Kitchen"", ""Fire pit"", ""Wine glasses"", ""First aid kit"", ""Record player"", ""Ceiling fan"", ""Self check-in"", ""Clothing storage: closet, walk-in closet, and dresser"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Stainless steel oven"", ""Smoke alarm"", ""Mountain view"", ""Baking sheet"", ""Children\u2019s dinnerware"", ""50\"" HDTV with standard cable"", ""Pack \u2019n play/Travel crib"", ""Dishwasher"", ""Bed linens"", ""Outdoor dining area"", ""Free washer \u2013 In unit"", ""Iron""]",35.63536,-82.5851,Entire home,74488447,2016-05-28,"Asheville, NC",within an hour,100%,100%,3,1125,156,4.98,3.67,1,1,0,0
36521499,Driftwood by The River,139.0,2023-03-19,f,Entire home/apt,6,2.0,3.0,"[""Shampoo"", ""Private backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Coffee maker"", ""Waterfront"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Pets allowed"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""Iron"", ""Stove"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Microwave"", ""Smart lock"", ""Hot water"", ""Bathtub"", ""Kitchen"", ""First aid kit"", ""Self check-in"", ""Smoke alarm"", ""BBQ grill"", ""Oven"", ""Single level home"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""TV with standard cable""]",35.59251,-82.46536,Entire rental unit,116133463,2017-02-12,"Asheville, NC",,,100%,2,29,37,4.89,0.83,2,2,0,0
36524831,Whole House Near Historic District,60.0,2023-03-19,f,Entire home/apt,5,2.0,3.0,"[""Shampoo"", ""Electric stove"", ""Coffee maker"", ""Cleaning products"", ""Extra pillows and blankets"", ""Exercise equipment: stationary bike"", ""Cooking basics"", ""Dishes and silverware"", ""Clothing storage: closet and dresser"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Free parking on premises"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""TV"", ""Shower gel"", ""Board games"", ""Barbecue utensils"", ""Keypad"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Luggage dropoff allowed"", ""Body soap"", ""Carbon monoxide alarm"", ""Private BBQ grill: charcoal"", ""Conditioner"", ""Dedicated workspace"", ""Blender"", ""Hangers"", ""Central air conditioning"", ""Microwave"", ""Security cameras on property"", ""Books and reading material"", ""Patio or balcony"", ""Outdoor furniture"", ""Long term stays allowed"", ""Toaster"", ""Hot water"", ""Bathtub"", ""Kitchen"", ""Self check-in"", ""Ceiling fan"", ""Outdoor dining area"", ""Mini fridge"", ""Rice maker"", ""Smoke alarm"", ""Baking sheet"", ""Dishwasher"", ""Backyard"", ""Bed linens"", ""Heating"", ""Free washer \u2013 In unit"", ""Iron""]",35.60913,-82.57328,Entire home,274603534,2019-07-08,"Asheville, NC",,,100%,30,30,16,4.94,0.36,1,1,0,0
36550199,"THE NEST Beautiful, clean & spacious 3,400 ft2",204.0,2023-03-19,t,Entire home/apt,16,5.0,10.0,"[""Shampoo"", ""Coffee"", ""Hair dryer"", ""Coffee maker: Keurig coffee machine"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Free residential garage on premises \u2013 8 spaces"", ""Cooking basics"", ""Indoor fireplace: gas"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Piano"", ""Refrigerator"", ""Shower gel"", ""Board games"", ""Free dryer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Stainless steel electric stove"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Blender"", ""Fast wifi \u2013 215 Mbps"", ""Hangers"", ""50\"" HDTV with Roku"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Portable fans"", ""Outdoor furniture"", ""Long term stays allowed"", ""Central heating"", ""Hot water"", ""Room-darkening shades"", ""Toaster"", ""Bathtub"", ""Kitchen"", ""Fire pit"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Lockbox"", ""Stainless steel oven"", ""Smoke alarm"", ""Mountain view"", ""Baking sheet"", ""Children\u2019s dinnerware"", ""Dishwasher"", ""Laundromat nearby"", ""Bed linens"", ""Free washer \u2013 In unit"", ""Iron"", ""Clothing storage: closet, dresser, and walk-in closet""]",35.48931,-82.49811,Entire home,53103852,2016-01-03,"Asheville, NC",within an hour,100%,100%,2,1125,245,4.93,5.69,2,2,0,0
36621489,"Lucerne Chalet in The Treetops in DT AVL, Dog Fndy",203.0,2023-03-19,f,Entire home/apt,4,2.0,2.0,"[""Coffee"", ""Hair dryer"", ""Coffee maker: Keurig coffee machine"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Pets allowed"", ""Cooking basics"", ""Indoor fireplace: gas"", ""Clothing storage: closet and dresser"", ""Dishes and silverware"", ""Free street parking"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""City skyline view"", ""Shower gel"", ""Keypad"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Outdoor furniture"", ""Bosch stainless steel electric stove"", ""Central heating"", ""Hot water"", ""Valley view"", ""Toaster"", ""Bathtub"", ""Kitchen"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Various brands body soap"", ""Smoke alarm"", ""Mountain view"", ""Baking sheet"", ""50\"" HDTV with standard cable"", ""Oven"", ""Dishwasher"", ""Bed linens"", ""Outdoor dining area"", ""Free washer \u2013 In unit"", ""Iron""]",35.59421,-82.53898,Entire chalet,722034,2011-06-20,"Asheville, NC",within an hour,100%,100%,2,14,84,4.86,2.07,12,12,0,0
36624410,Cabin on the Water: Very special Asheville destination on the river. Hot tub!,369.0,2023-03-19,f,Entire home/apt,8,4.0,5.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Refrigerator"", ""Hot tub"", ""Keypad"", ""Iron"", ""Stove"", ""Wifi"", ""Carbon monoxide alarm"", ""Hangers"", ""Microwave"", ""Patio or balcony"", ""Toaster"", ""Hot water"", ""Bathtub"", ""Kitchen"", ""Indoor fireplace"", ""Self check-in"", ""Ethernet connection"", ""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Oven"", ""Dishwasher"", ""Backyard"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""TV with standard cable""]",35.60519,-82.47071,Entire cabin,96187307,2016-09-21,"Asheville, NC",within an hour,99%,97%,2,365,27,4.93,0.66,50,50,0,0
36625159,"DT AVL! Matterhorn Chalet -Treetop Mtn Views, Dogs",198.0,2023-03-19,f,Entire home/apt,4,2.0,2.0,"[""Coffee"", ""Hair dryer"", ""Coffee maker: Keurig coffee machine"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Various body soap"", ""Cooking basics"", ""Pets allowed"", ""Indoor fireplace: gas"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""Shower gel"", ""Keypad"", ""Iron"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Clothing storage: closet"", ""Outdoor furniture"", ""Bosch stainless steel electric stove"", ""Central heating"", ""Hot water"", ""Valley view"", ""Pack \u2019n play/Travel crib - available upon request"", ""Bathtub"", ""Kitchen"", ""Toaster"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Free washer \u2013 In building"", ""Smoke alarm"", ""Mountain view"", ""Baking sheet"", ""Free dryer \u2013 In building"", ""Oven"", ""Dishwasher"", ""Single level home"", ""Bed linens"", ""50\"" HDTV with Chromecast, standard cable""]",35.59351,-82.537582,Entire chalet,722034,2011-06-20,"Asheville, NC",within an hour,100%,100%,2,14,79,4.92,1.97,12,12,0,0
36630943,Peaceful Haw Creek mountain apartment,60.0,2023-03-19,f,Entire home/apt,2,1.0,1.0,"[""Shampoo"", ""Electric stove"", ""Coffee"", ""Hair dryer"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Clothing storage: closet and dresser"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""TV"", ""Shower gel"", ""Shared backyard \u2013 Not fully fenced"", ""Wifi"", ""Luggage dropoff allowed"", ""Body soap"", ""Carbon monoxide alarm"", ""Hangers"", ""Central air conditioning"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Long term stays allowed"", ""Toaster"", ""Hot water"", ""Smart lock"", ""Bathtub"", ""Kitchen"", ""Self check-in"", ""Ceiling fan"", ""Stainless steel oven"", ""Smoke alarm"", ""Baking sheet"", ""Coffee maker: drip coffee maker"", ""Dishwasher"", ""Single level home"", ""Bed linens"", ""Heating"", ""Iron""]",35.6173,-82.49473,Entire guest suite,22202304,2014-10-06,"Asheville, NC",within a few hours,100%,100%,30,100,3,5.0,0.33,1,1,0,0
36661377,"Comfortable room in cozy home, dog friendly!",40.0,2023-03-19,f,Private room,1,1.0,1.0,"[""Shampoo"", ""Coffee"", ""Hair dryer"", ""Coffee maker"", ""Kayak"", ""Cleaning products"", ""Extra pillows and blankets"", ""Pets allowed"", ""Cooking basics"", ""Dishes and silverware"", ""Free street parking"", ""Essentials"", ""Shared patio or balcony"", ""Free parking on premises"", ""32\"" TV with Amazon Prime Video, Netflix, Roku"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""Keypad"", ""Clothing storage: dresser and closet"", ""Stove"", ""Free dryer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Luggage dropoff allowed"", ""Fast wifi \u2013 147 Mbps"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Blender"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Security cameras on property"", ""Portable fans"", ""Outdoor furniture"", ""Long term stays allowed"", ""Toaster"", ""Hot water"", ""Room-darkening shades"", ""Bathtub"", ""Kitchen"", ""Fire pit"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Outdoor dining area"", ""Hammock"", ""Mini fridge"", ""Smoke alarm"", ""Baking sheet"", ""BBQ grill"", ""Oven"", ""Dishwasher"", ""Bed linens"", ""Heating"", ""Bidet"", ""Free washer \u2013 In unit"", ""Iron""]",35.55514,-82.52644,Private room in home,23255760,2014-11-02,"Asheville, NC",within an hour,100%,88%,7,1125,15,5.0,0.43,2,1,1,0
36688139,Cozy Bungalow located 3 blocks from Biltmore!,300.0,2023-03-19,f,Entire home/apt,6,3.0,3.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker: Keurig coffee machine"", ""Cleaning products"", ""Pets allowed"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Dining table"", ""Refrigerator"", ""TV"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Hangers"", ""Microwave"", ""Toaster"", ""Hot water"", ""Bathtub"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Mini fridge"", ""Smoke alarm"", ""Clothing storage"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Iron""]",35.57205,-82.54442,Entire cottage,73405287,2016-05-22,"Asheville, NC",,,,2,14,7,5.0,0.16,2,2,0,0
36700922,Montford Place -Entire Upstairs!,158.0,2023-03-19,t,Entire home/apt,4,2.0,2.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Crib"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""Children\u2019s books and toys"", ""Wifi"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Central air conditioning"", ""Microwave"", ""Security cameras on property"", ""Smart lock"", ""Long term stays allowed"", ""Hot water"", ""Bathtub"", ""First aid kit"", ""Self check-in"", ""Private backyard"", ""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Heating"", ""TV with standard cable"", ""Iron""]",35.60261,-82.56338,Entire home,17902735,2014-07-10,"Asheville, NC",within an hour,100%,100%,3,1125,115,4.84,2.74,1,1,0,0
36701416,Top o' Touch o' Grateful - upstairs unit,70.0,2023-03-19,f,Entire home/apt,3,2.0,3.0,"[""Coffee maker"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Pets allowed"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Dining table"", ""Refrigerator"", ""Wifi"", ""Carbon monoxide alarm"", ""Window AC unit"", ""Hotpoint  electric stove"", ""Security cameras on property"", ""Portable fans"", ""Outdoor furniture"", ""Long term stays allowed"", ""Hot water"", ""Room-darkening shades"", ""Bathtub"", ""Kitchen"", ""Self check-in"", ""Lockbox"", ""48\"" HDTV with Amazon Prime Video, Hulu, Netflix"", ""Free washer \u2013 In building"", ""Smoke alarm"", ""Free dryer \u2013 In building"", ""Backyard"", ""Bed linens"", ""Heating""]",35.44406,-82.50274,Entire rental unit,50052819,2015-11-28,"Fletcher, NC",within a few hours,100%,77%,2,1125,14,4.57,0.68,2,2,0,0
36727850,Biltmore Hideaway - Luxury Urban Tree Top Retreat,172.0,2023-03-19,t,Entire home/apt,4,2.0,2.0,"[""Fast wifi \u2013 190 Mbps"", ""Shampoo"", ""Coffee"", ""Hair dryer"", ""Frigidaire stainless steel induction stove"", ""High chair"", ""Coffee maker"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Pets allowed"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Clothing storage: walk-in closet, wardrobe, and closet"", ""Freezer"", ""Refrigerator"", ""TV"", ""Frigidaire stainless steel oven"", ""Dining table"", ""Keypad"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Hangers"", ""Hot water kettle"", ""Microwave"", ""Portable fans"", ""Outdoor furniture"", ""Long term stays allowed"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Indoor fireplace"", ""First aid kit"", ""Wine glasses"", ""Self check-in"", ""Outdoor dining area"", ""Smoke alarm"", ""Baking sheet"", ""Pack \u2019n play/Travel crib"", ""Dishwasher"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Free washer \u2013 In unit"", ""Iron""]",35.57121,-82.54368,Entire guest suite,276060333,2019-07-14,"Asheville, NC",within an hour,100%,100%,2,1125,307,4.97,6.88,1,1,0,0
36732182,Mary Ann’s Place filled with casual country charm.,179.0,2023-03-19,f,Entire home/apt,6,4.0,4.0,"[""Clothing storage: closet, dresser, and wardrobe"", ""Shampoo"", ""Electric stove"", ""Coffee"", ""Hair dryer"", ""Coffee maker: Keurig coffee machine"", ""42\"" HDTV with premium cable, standard cable"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Dining table"", ""Garden view"", ""Piano"", ""Refrigerator"", ""Shower gel"", ""Dove for sensitive skin and various other minis. body soap"", ""Board games"", ""Barbecue utensils"", ""Shared backyard \u2013 Not fully fenced"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Dedicated workspace"", ""Blender"", ""Hangers"", ""Central air conditioning"", ""Microwave"", ""Various  conditioner"", ""Books and reading material"", ""Outdoor furniture"", ""Central heating"", ""Hot water"", ""Toaster"", ""Bathtub"", ""Kitchen"", ""Fire pit"", ""Indoor fireplace: electric"", ""Wine glasses"", ""Ceiling fan"", ""Ethernet connection"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Smoke alarm"", ""Mountain view"", ""Baking sheet"", ""BBQ grill"", ""Oven"", ""Dishwasher"", ""Bed linens"", ""Outdoor dining area"", ""Free washer \u2013 In unit"", ""Iron"", ""Pocket wifi""]",35.50838,-82.61804,Entire home,275850075,2019-07-13,,within an hour,100%,100%,2,29,83,4.94,1.96,1,1,0,0
36846124,Enchanting Asheville Retreat - Entire House!,128.0,2023-03-19,t,Entire home/apt,6,3.0,3.0,"[""Shampoo"", ""Electric stove"", ""Coffee"", ""Hair dryer"", ""Portable heater"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Single level home"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""Shower gel"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Clothing storage: closet"", ""Patio or balcony"", ""Outdoor furniture"", ""Smart lock"", ""Central heating"", ""Hot water"", ""Toaster"", ""Bathtub"", ""Kitchen"", ""Fire pit"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Free washer \u2013 In building"", ""Ethernet connection"", ""Smoke alarm"", ""Baking sheet"", ""Coffee maker: drip coffee maker"", ""Free dryer \u2013 In building"", ""Oven"", ""Dishwasher"", ""Backyard"", ""Bed linens"", ""55\"" HDTV with Netflix"", ""Iron""]",35.62063,-82.65477,Entire home,180564557,2018-03-25,"Asheville, NC",within an hour,100%,100%,1,1125,249,4.68,5.59,8,8,0,0
36905980,Charming Tiny Cottage in Central Location,88.0,2023-03-19,f,Entire home/apt,4,1.0,2.0,"[""TV with Fire TV, Hulu, HBO Max, Roku, Amazon Prime Video, Netflix, Disney+"", ""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Private patio or balcony"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""AC - split type ductless system"", ""Refrigerator"", ""Keypad"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Microwave"", ""Outdoor furniture"", ""Long term stays allowed"", ""Hot water"", ""Kitchen"", ""Indoor fireplace: electric"", ""Self check-in"", ""Smoke alarm"", ""Oven"", ""Backyard"", ""Heating"", ""Free washer \u2013 In unit"", ""Iron""]",35.42983,-82.52596,Entire cottage,90478266,2016-08-17,"Hendersonville, NC",within an hour,100%,100%,1,1125,213,4.96,4.79,2,2,0,0
36912433,"Amazing Long Range Mountain Views, Hot Tub & More!",350.0,2023-03-19,t,Entire home/apt,8,4.0,5.0,"[""Shampoo"", ""Coffee"", ""Hair dryer"", ""Coffee maker"", ""Extra pillows and blankets"", ""Pets allowed"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""TV"", ""Shower gel"", ""Board games"", ""Barbecue utensils"", ""Stove"", ""Private BBQ grill: gas"", ""Private backyard \u2013 Fully fenced"", ""Wifi"", ""Luggage dropoff allowed"", ""Body soap"", ""Carbon monoxide alarm"", ""Sun loungers"", ""Dedicated workspace"", ""Blender"", ""Hangers"", ""Microwave"", ""Books and reading material"", ""Patio or balcony"", ""Outdoor furniture"", ""Toaster"", ""Hot water"", ""Bathtub"", ""Kitchen"", ""Fire pit"", ""Indoor fireplace"", ""First aid kit"", ""Ceiling fan"", ""Wine glasses"", ""Outdoor dining area"", ""Eco conditioner"", ""Smoke alarm"", ""Mountain view"", ""Baking sheet"", ""Private hot tub"", ""Oven"", ""Dishwasher"", ""Laundromat nearby"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Iron"", ""Clothing storage: closet, dresser, and walk-in closet""]",35.47635,-82.51331,Entire home,14480896,2014-04-19,"Asheville, NC",within an hour,100%,100%,3,29,34,4.94,0.79,3,3,0,0
36958278,Town Mtn Lodge 3 miles to Downtown AVL King Bed,491.0,2023-03-19,t,Entire home/apt,12,3.0,7.0,"[""Shampoo"", ""Coffee"", ""Hair dryer"", ""High chair"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Pets allowed"", ""Cooking basics"", ""HDTV with Roku"", ""Dishes and silverware"", ""Clothing storage: closet and dresser"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""Shower gel"", ""BBQ grill: gas"", ""Barbecue utensils"", ""Stove"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Baby safety gates"", ""Blender"", ""Hangers"", ""Central air conditioning"", ""Microwave"", ""Security cameras on property"", ""Outdoor furniture"", ""Smart lock"", ""Toaster"", ""Hot water"", ""Valley view"", ""Bathtub"", ""Kitchen"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Smoke alarm"", ""Mountain view"", ""Baking sheet"", ""Pool table"", ""Pack \u2019n play/Travel crib"", ""Oven"", ""Dishwasher"", ""Bed linens"", ""Heating"", ""Free washer \u2013 In unit"", ""Iron""]",35.62544,-82.52287,Entire home,10699816,2013-12-18,"Asheville, NC",within an hour,100%,100%,1,29,324,4.94,7.31,7,7,0,0
